District,Rooms,Price,Area,Floor_Number,Total_Floors,Is_First_Floor,Is_Last_Floor,Has_Gas,Has_Tec,Construction_Type,Construction_Year,Has_Garage,Is_Closed_Complex,Description,Url
Малинова долина,2,269360,74,7,8,0,0,1,0,Тухла,2025,1,0,"УНИКАЛЕН ЧИСТО НОВ ДВУСТАЕН в Малинова Долина с АКТ 16! Топ локация на бул. проф. Живко Сталев и детската градина! 74 м² (64 м² чиста площ) Ет. 7 от 8 Малинова долина Акценти: Престижна локация до детската градина, апартаментът се намира в новопостроена сграда на бул.Живко Сталев, който се свързва с околовръсния път. Разкошно разпределение: коридор, отделно помещение за пералня и сушилня, място за гардероб с предназначение за обувки и закачалки за дълги дрехи, просторна дневна с кухненски бокс, широка спалня, модерна баня и голям балкон. Северно изложение с невероятна гледка към София. Лукс, комфорт и стил: Сграда тухла (2025 г.), асансьор, контролиран достъп Чисто нов дизайнерски ремонт-висок клас Премиум мебели, всичко е чисто ново и неизползвано. Кухня с вградени уреди Gorenje - фурна и стъклокерамичен вграден плот, хладилник, съдомиялна Отопление на газ климатик Gree Настилки: гранитогрес 100100 в хол/кухня/коридор, гранитогрес 60120 в баня, паркет шеврон в спалня Луксозна тапицирана спалня с голям гардероб, скрин и тоалетка Среда и потенциал: До автобусна спирка На пешеходно разстояние от НСА и Фантастико на бул.Симеоноеско шосе. Срещу сградата предстои откриване на BILLA, DM и мини MR.BRICOLAGE Район с бързо развиваща се инфраструктура и висок инвестиционен интерес. Опция за закупуване на паркомясто на отделна цена.",https://www.imot.bg/obiava-1b176485064145808-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina
Манастирски ливади,2,214000,69,4,5,0,0,1,0,Тухла,2022,1,0,"Предлагаме за продажба светъл, уютен и функционално разпределен двустаен апартамент, разположен в един от най-предпочитаните и динамично развиващи се квартали на София Манастирски ливади Запад. Локацията се отличава с отлична инфраструктура, бърз достъп до основни пътни артерии, търговски обекти, заведения, училища и удобен градски транспорт. Апартаментът се намира в поддържана сграда и се продава напълно обзаведен и оборудван, готов за незабавно нанасяне. Обзавеждането включва модерна кухня с вградени електроуреди, мека мебел, трапезна част, гардероби и всичко необходимо за комфортен и спокоен начин на живот. Имотът е с чиста застроена площ от 58 кв.м, с функционално разпределение, което осигурява максимално удобство и практичност. Към апартамента има и прилежащо мазе с площ от 3 кв.м, подходящо за допълнително съхранение. Жилището е в отлично състояние, поддържано с внимание към детайла, което го прави изключително подходящо както за лично ползване, така и за инвестиция с цел отдаване под наем, предвид високото търсене в района. Имот с отлична локация, пълно обзавеждане и готовност за ползване перфектен избор за нов дом или сигурна инвестиция.",https://www.imot.bg/obiava-1b176267936434800-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
Малинова долина,2,201000,74,6,6,0,1,0,0,Тухла,2022,1,0,"Номер в агенцията 53460 Агенция Абела предкага просторен двустаен апартамент в кв. Малинова долина. Намира се на изключително комуникативно място, в близост има спирка на градски транспорт и бъдеща метростанция, която ще бъде открита до 2 години. Сградата е тухлена, а изложението е югоизточно. Разпределението е следното: хол с трапезария и вградена кухня, спалня, тераса с излаз от хола и спалнята, антре с коридор, баня с тоалетна. Апартамента се продава напълно обзаведен с всичко необходимо за едно домакинство, с обзавеждането и техниката на снимките и е готов за нанасяне. Към сградата има голям, озеленен и поддържан вътрешен двор с автоматична поливна система, с детски кът с пързалки и уреди за игра, оборудван открит фитнес, пейки и т.н. До сградата има няколко безплатни обществени паркинга и е зона за свободно паркиране. Опция за закупуване на паркомясто в сградата. В близост има спирки на много автобусни линии, супермаркети Фантастико, Кауфланд , нова държавна детска градина, много малки магазинчета, кафенета, няколко ресторанта, банков клон, хотели, фитнеси. Бърз и удобен достъп до бул.Симеоновско шосе и бул. Околовръстен път. В непосредствена близост до Студентски град. Огледи с уговорка. За това и други наши предложения посетете сайта ни: https://abella.bg/",https://www.imot.bg/obiava-1b176900180717978-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina
Малинова долина,2,0,75,2,4,0,0,0,0,Тухла,0,1,0,"LUXIMMO FINEST ESTATES: www.luximmo.bg Имаме удоволствието да Ви представим многофамилна жилищна сграда на 3 надземни етажа с един подпокривен етаж и подземен паркинг с достъп посредством рампа с удобен наклон. С предвидените изцяло озеленен двор (без нито едно паркиране), подземни индивидуални складови помещения, 27 индивидуални гаража - част от които двойни, за нуждите на 22 апартамента, с осигурена мощност за зареждане, сградата предлага изключителен бутиков начин на обитаване, в спокойна среда и функционални разпределения. Конкретното предложение е за Апартамент 4 РЗП: 67.13 м2 О.Ч.: 8.17 м2 РЗП С О.Ч.: 75.30 м2, на втори етаж. Предвиденото отопление на газ, в комбинация градеж и материали - изцяло според съвременните изисквания и норми за енергийна ефективност, осигурява на нашите бъдещи клиенти най-високо ниво на комфорт на живот. Основни параметри на сградата: Започване на строителството 03.12.2025 год.; Общо 22 бр. апартаменти, от които 12 свободни- двустайни и тристайни апартаменти; Предвидено завършване на сградата в срок и получаване на Удостоверение за въвеждане в експлоатация до 31.05.2027 г. ; Цени: от 2300 /м2 с ДДС ДО КЛЮЧ! Технически параметри: Жилищната сграда е с изградени и узаконени всички външни захранвания водопровод, канал, газ, ел.захранване, както и индивидуални партиди за ток, вода и газ, на името на клиента. Конструкцията на сградата е монолитна, с червени тухли Поротерм - нормал , с най - добрите изолации. Стълбището и коридорите са с настилка монолитен гранит, пътнически асансьор Шиндлер от сутерена до последния етаж, домофонна уредба, входна врата на жил. сграда е Хьорман . Жилищата се предават с: италиански блиндирани входни врати, с прекодиращ се патрон на бравата, луксозна седемкамерна ПВЦ дограма Кьомерлинг с троен стъклопакет и пълна отваряемост, изградени водомери с радиоотчитане, гранит или гранитогрес по балконите, с отопление с монтирани модерни ... За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. Референтен номер: Kbs 137199 Тел: 0988 170 858, 02 454 12 72 Отговорен брокер:Димитър Гавазов Без комисиона от купувача",https://www.imot.bg/obiava-1b176866560829696-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina
Малинова долина,2,259000,85,2,6,0,0,1,0,Тухла,2026,1,0,"0887667667 Нео дизайн ексклузив предлага на вашето внимание: Напълно обзаведен, просторен, двустаен апартамент мечта с голяма гардеробна 85 кв.м. Без комисионна за купувача. Втори етаж, среден апартамент, изложение изток. Луксозно завършен, даващ голяма стойност на вашите пари. В комплекс от две невероятни шест етажни сгради с магазини, озеленяване, парко места и подземени гаражи. В близост до детска градина, на 300м от НСА и бъдеща метро станция. Може да се живее. Отопление на газ и инверторни климатици Mitsubishi. Разполага с миялна машина, вграден хладилник, пералня, сушилня, безшумен вентилатор. Вратите са естествен фурнир. Подът е естествен трислоен паркет и испански гранитогрес. С възможност да купите ПМ. Апартаментът е с акт 15(очаква се акт 16 след няколко месеца) но можете да живеете в него. Имате електромер. Може да погледнете апартамента в линка към видео клипа. Благодарим ви! Малинова долина ул. Киркор Азарян 28 За контакт : 0887667667 0882513252",https://www.imot.bg/obiava-1b176743480555964-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina#playertag
Манастирски ливади,2,191064,80,3,4,0,0,0,0,Тухла,2027,1,0,"Бутикова нова сграда в кв. Манастирски ливади NovaBuild Предстоящо строителство на бутикова жилищна сграда на 4 етажа с двустайни и тристайни апартаменти, разположена в една от най-предпочитаните части на Манастирски ливади. Проект с ограничен брой жилища, функционални разпределения и висок стандарт на изпълнение, подходящ за собствен дом или сигурна инвестиция. Само 4 етажа, бутиков формат Двустайни и тристайни апартаменти Спокойна градска среда Качество от доказан инвеститор Ранните купувачи получават най-добрия избор, свържете се с нас сега.",https://www.imot.bg/obiava-1b173875371146454-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
Манастирски ливади,2,195600,66,2,5,0,0,1,0,Тухла,2027,1,1,"***ПРОМОЦИЯ***ИЗДАВА СЕ НАПЪЛНО ЗАВЪРШЕН ДО КЛЮЧ И ПОЛУОБЗАВЕДЕН - ВКЛЮЧЕНО В ЦЕНАТА***Крайна цена с вкл.ДДС Двустаен луксозен апартамент в София, кв. Манастирски ливади Изток, ново строителство перфектен за живеене и инвестиция! Завършеност и интериор: - Коридор: висококачествени плочки, боядисани стени и тавани чисти линии и изискано усещане при входа на жилището - Спалня: ламиниран паркет, боядисани стени и тавани уют и комфорт за пълноценна почивка - Дневна с кухня: плочки в кухненската част и ламинат в хола; стени и тавани боядисани в неутрални тонове за лесно комбиниране с обзавеждане - Кухня: монтирана кухня готова за ползване от първия ден, с оптимално разпределение на шкафове и работна зона - Баня: изцяло завършена плочки, поставена санитария, готова за експлоатация от ден първи - Интериорни врати: поставени завършен и стилен вид във всички помещения - Инсталации: изведени разводки на отоплителната инсталация до тапа и подготовка за монтаж на газово котле гъвкави опции за отопление - Климатизация: изведени тръбни отвори и кабели на подходящи места по терасата за монтаж на климатици без нужда от допълнителни преустройства Самоучастие 25% Ипотека 75% Първа вноска на П.Д. 32 210 евро Втора вноска 18 155 евро Акт 14 Ипотека КРАЙНА ЦЕНА С вкл. ДДС! Детайлна информация на : www.novdom1.bg - Реф: 83818 Консултант Недвижими Имоти : Емил Бабанов 0896 555 620 Основни акценти: - Локация: София, Манастирски ливади Изток, - в близост до новада държавна детска градина 131 'Флора' - Тип имот: 2-стаен, непреходен - Година на построяване: края на 2026 г. - Въвеждане в експлоатация: 2027г. - Площ: 65.21 м² - Цена: 195 600.00 - Статут: Луксозен, нов, напълно завършен и полуобзаведен, подходящ за инвестиция. - Изложение: Изток слънчев и светъл апартамент - Етажност/Достъп: С модерeн асансьор - Балкон: 1 тераса с гледка към вътрешния двор - Баня с тоалетна: 1 - Спални: 1 - Стаи общо: 2 - Непреходно вътрешно разпределение оптимална функционалност - Подходящ за инвестиция и отдаване под наем Разпределение: - Входно антре с място за гардероб и удобна организация на пространството - Просторна дневна с кухненска част и място за трапезария светла и функционална зона за семейни моменти и гости - Отделна спалня непреходна, тиха, с възможност за гардероб и работен кът - Баня с тоалетна напълно довършена, с уютен и чист дизайн - Балкон/тераса източно изложение с приятна, приказна гледка към вътрешния двор, зеленина и тишина Предимства на затворения комплекс: - Контролиран достъп и спокойствие сигурна среда за семейства и активни млади хора - Поддържани общи части и озеленен вътрешен двор усещане за уют и комфорт в градска среда - Съвременна архитектура и висок стандарт на изпълнение усещане за престиж и дългосрочна стойност Удобството, че е завършен и полуобзаведен: - Няма да губите време и средства по довършителни работи нанасяте се веднага - Монтираната кухня и готовата баня осигуряват незабавна функционалност и ниски първоначални разходи - Интериорните врати, настилките и боята позволяват лесно надграждане на интериора според личния вкус Квартал Манастирски ливади Изток: - Една от най-предпочитаните локации в южните квартали бърз достъп до бул. България, Околовръстен път и центъра на града - Наблизо: супермаркети, бутици, спортни зали, заведения, медицински центрове и образователни институции всичко за комфорта на съвременния градски човек - Тихи вътрешни улици и нова среда на живот модерни сгради, зелени пространства и балансирана градска динамика Допълнителни предимства: - Слънчево източно изложение светлина и енергия през първата половина на деня - Не преходен тип по-добра функционалност, повече лично пространство и комфорт - Асансьор и поддържани общи части удобство и сигурност на ежедневна база - Приказна гледка към вътрешния двор спокойствие далеч от градския шум Инвестиционна перспектива: - Перфектен имот за отдаване под наем търсена локация, функционално разпределение и готовност за нанасяне от първия ден - Високо качество на изпълнение и луксозен стандарт стабилна дългосрочна стойност и ликвидност на имота Ако търсите съчетание от локация, качество и разумна инвестиция това е Вашият имот. Свържете се за оглед и повече информация с удоволствие ще съдействаме!",https://www.imot.bg/obiava-1b176846266503440-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi-ul-lui-ayer
Манастирски ливади,2,228500,85,2,4,0,0,0,0,Тухла,2027,1,0,"Представяме на Вашето внимание, малка, кокетна сграда, състояща се от само осем апартамента. Проектът се осъщяствява с внимание към детайла и с акцент на високото качество на изпълнение. За да се осигури максимално количество естествена светлина, на партерния етаж, светлата височина на помещенията ще е 3,25м, а на горните етажи 3,00м. Предвиден е голям процент остъкленост с френски тип прозорци. Дограмата ще е алуминиева, с троен стъклопакет, а фасадата ще е тип окачена , с облицовка от естествени материали. Общите части ще бъдат представителни, с настилка от естествен камък и съвременни акценти. Озелененият двор ще е ограден и с ограничен достъп. Съгласно градоустройствения план, районът е предвиден за нискоетажно строителство и множество зелени площи. Конкретното жилище е на втори етаж, със застроена площ от 73,82м2, разпределени в просторни и непреходни помещения. Строителството върви по график, като към момента е на етап изграден груб строеж до първи етаж. Въвеждането на сградата в експлоатация е предвидено до есента на 2027-ма година. В цената е включен склад на ниво сутерен. Налична е възможност за покупка на подземни паркоместа. Още наши оферти можете да намерите на www.universi.bg",https://www.imot.bg/obiava-1b175827494125141-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
Малинова долина,2,207900,74,4,6,0,0,0,0,Тухла,2026,1,0,"ПРЕД АКТ16!!! 200м от НСА!!! НИСЪК % ОБЩИ ЧАСТИ!!! СВЕТЪЛ!!! ТОП ЛОКАЦИЯ!!! БЪДЕЩА МЕРОСТАНЦИЯ !!! Хоум Ту Ю Ви представя двустаен апартамент разположен на среден етаж във висококачествена сграда пред Акт 16 на 200м от бъдещата метростанция. Апартаментът се състои от всекидневна с кухненски бокс, спалня, баня с тоалетна, коридор и тераса. Отоплението е предвидено на ток. Сградата е разположена в част на квартала с уредена инфраструктура. В близост до сградата има множество магазини, градски транспорт, зимен дворец на културата и НСА. За повече информация или да запазите час за оглед, моля обадете се сега и цитирайте този код: 142477!",https://www.imot.bg/obiava-1b176908428650947-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina
Манастирски ливади,2,204900,58,4,7,0,0,1,0,Тухла,2017,1,0,"ОБЗАВЕДЕН !!! АКТ16 !!! КОМУНИКАТИВНА ЛОКАЦИЯ !!! Home2U Ви представя напълно обзаведен двустаен апартамент в Манастирски ливади-Запад, разположен на четвърти етаж със западно изложение в сграда с АКТ-16. Изцяло оборудван имот, в който може веднага да се нанесете. Отоплението е предвидено на газ, като има поставен и климатик. Сградата е разположена в изключително комуникативна част до бул.Братя Бъкстон и лесен достъп до Околовръстен път. В близост до сградата има големи вериги хранителни магазини, спирки на градски транспорт и здравни заведения. Апартамента е със следното функционално разпределение: входно антре, баня с тоалетна, дневна и спалня с балкон-лоджия, с френски прозорци. Към момента апартамента е с НАЕМАТЕЛ и ако търсите имот за инвестиция също е добра инвестиционна възможност. За повече информация или да запазите час за оглед, моля обадете се сега и цитирайте този код: 142239",https://www.imot.bg/obiava-1b176795138513063-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
Малинова долина,2,179083,76,1,9,1,0,1,0,Тухла,0,1,0,"LUXIMMO FINEST ESTATES: www.luximmo.bg С Акт 16! Ексклузивно представяме двустаен апартамент 5 в OKINAWA Boutique Residence, първата сграда в България, която е изградена изцяло според правилата на Healthy building концепцията в проектирането и строителството - оптимално здравословна среда с чист въздух и вода в градски условия. ААпартаментът е разположен на 1-ви етаж и се състои от антре, баня с тоалетна, мокро помещение, дневна с кухня, спалня, тераса. Имотът е с обща площ 76.75 кв.м, със склад с площ от 3.77 кв.м. Към жилището има и паркомясто на цена 30 000 евро без ДДС. Степен на завършеност по БДС ('на шпакловка и замазка'), в следния вид: всички инсталации в жилището са изградени и положени, в т.ч. електрическа инсталация, ВиК, тръбни разводки за отопление и климатизация на индивидуални газов котел, термопомпа или мултисплит система с фреонови климатици, според предпочитанията на купувача. Монтирани са стойките за външните тела на предварително определени за това, дискретни места по балконите, с цел запазване на външната естетика на сградата и нейната фасада. Поставени са контакти и ключове от Schneider Electric. Монтирана е италианска блиндирана входна врата Dierre. Локацията е в кв. 'Малинова долина', до 'Фантастико', на втора линия от бул. 'Симеоновско шосе', в близост до спирка на градски транспорт, бъдеща станция на метро, университетите на Студентски град, 'Околовръстното шосе', търговски център Ринг Мол и Парадайс Център, Бизнес парк София, природен парк Витошa, детски градини и училища. Eто и как са постигнати част от решенията за по-здравословен начин на живот: Японска градина; Филтрирана вода - централен самопромивен филтър, снабдяването с вода за питейни нужди, пречистена до най-високата степен; Първокласна дограма от водещата европейска марка Alumil, от серията М 11 500 Aluterm Super ... Цената на имота е 179 083 евро / 350 255.90 лв. без ДДС или 214 899 евро / 420 307.08 лв. с ДДС. Данъчен кредит може да се ползва при определени условия. За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. Референтен номер: SOF-131824 Тел: 0882 817 565, 02 425 69 26 Отговорен брокер:Любин Чаков",https://www.imot.bg/obiava-1b174954602739571-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina
Манастирски ливади,2,194000,65,2,4,0,0,1,0,Тухла,2025,1,0,"Двустаен апартамент в престижна сграда в близост до бул. България! Предлагаме за продажба двустаен апартамент с площ 64 кв.м, разположен на 2-ри етаж от четириетажна жилищна сграда в непосредствена близост до бул. България и на пешеходно разстояние от трамвай 7. Жилището е ситуирано в една от най-модерните и качествено изпълнени сгради в района, отличаваща се с висок клас строителство и престижна локация. Характеристики на имота и сградата: Фасада с комбинация от естествен камък и еталбонд 10 12 см топлоизолация от каменна вата Алуминиева дограма 4 сезона с троен стъклопакет и Ка стъкло Блиндирани входни врати Отлични общи части и малък брой апартаменти в сградата Апартаментът е с удобно разпределение и предлага комфорт както за живеене, така и като инвестиция. Опция за паркомясто на допълнителна цена. South View съдейства при кандидатстване за жилищен или ипотечен кредит, за получаване на преференциални условия от всички банки. Посетете нашия уебсайт www. southview. bg , за да видите и други наши изгони предложения. Задължително се подписва протокол при всеки извършен оглед . За повече информация и при желание за оглед, не се колебайте да се свържете с водещия брокер. For further information regarding this property, don t hesitate to call us!",https://www.imot.bg/obiava-1b175922100645767-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
Малинова долина,2,229000,63,5,8,0,0,0,0,Тухла,2025,1,0,"ОТ ИНВЕСТИТОР, БЕЗ КОМИСИОН ОТ КУПУВАЧА!! Предлагам за продажба луксозно обзаведен 2-стаен апартамент в сграда на доказал се строител с множество завършени обекти в района. Намира се на пешеходно разстояние от НСА, на границата с кв. Студентски град. В сградата на ниво кота нула ще има супермаркет и други търговски обекти. Жилището се състои от антре, дневна стая с трапезария и кухненска част, спалня, баня с тоалетна и балкон. Изложение - Запад Отопление - ТЕЦ и климатик Без открити площи над апартамента. Продава се изцяло обзаведен с висок клас мебели и всички нужни електроуреди, готов за ползване! Отделно може да се закупят подземни гаражи в сградата на цена 34 000 евро и складове. За повече информация и огледи на тел: 0888848141 - Николай Сухтев, 0895954292 - Йордан Сухтев",https://www.imot.bg/obiava-1b175561362073550-prodava-dvustaen-apartament-grad-sofiya-malinova-dolina
Манастирски ливади,2,132000,53,2,6,0,0,1,0,Тухла,2026,1,0,"Агенция SUPRIMMO: www.suprimmo.bg Представяме за продажба двустаен апартамент в нова, модерна жилищна сграда, разположена в предпочитаната част на кв. Манастирски ливади Изток , само на 10 минути пеша от Южен парк. Районът е едно от най-бързо развиващите се места в София, с отлична инфраструктура и удобства за комфортно градско ежедневие. Локацията е на границата с кв. Гоце Делчев и предлага бърз достъп до бул. Тодор Каблешков , както и до ключовите булеварди България и Черни връх . В непосредствена близост има множество магазини, Bulgaria Mall, заведения, търговски обекти, елитни училища и детски градини. Строителството е вече в ход! Акт 14 е планиран за пролетта на 2026 г., а Акт 16 се очаква в края на 2026 г. Жилището e с обща площ от 53,44 кв.м, включваща мазе - 2.04 кв.м. Разположено е на 2-ри етаж. Състои се от антре, баня/тоалетна, дневна с кухня и трапезария, една спалня и тераса. Има опция за паркоместа на цени от 25 000 евро (48 896 лв.) без ДДС. За сградата Сградата ще се отличава с модерна архитектура, функционални жилищни разпределения и прецизно подбрани материали. Изпълнението следва всички съвременни стандарти за качество баланс между енергийна ефективност, комфорт, шумоизолация и устойчивост във времето. Проектирана е с шест жилищни етажа, като предлага разнообразие от двустайни, тристайни апартаменти и мезонети. На партерно ниво са предвидени офисни помещения, а паркирането е осигурено чрез наземни паркоместа. Висок клас материали и модерни технологии: тухли Wienerberger Porotherm; топлоизолационна система EPS 10 см с ивици каменна вата; фасада с цветна минерална мазилка система Baumit; алуминиева дограма с троен стъклопакет и прекъснат термомост; стилни общи части с естествен камък; асансьор от висок клас ... Цената на имота е 132 000 евро / 258 169.56 лв. без ДДС или 158 400 евро / 309 803.47 лв. с ДДС. Данъчен кредит може да се ползва при определени условия. За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. Референтен номер: STO-136056 Тел: 0884 604 653, 02 424 98 81 Отговорен брокер:Пламен Ангелов",https://www.imot.bg/obiava-1b176354640448062-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
Младост 2,2,155058,80,2,6,0,0,0,0,Тухла,0,1,0,"LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме двустаен апартамент в нов, висококачествен жилищен комплекс на отлична локация до парк Въртопо , с панорамни гледки към Витоша и богато озеленена среда в кв. 'Младост 2'. В процес на строителството. Срок на изпълнение - в края на 2027 г. Архитектурната концепция на сградата е съобразена с динамиката на района и залага на хармония между модерна визия, функционалност и комфорт. Проектът се реализира върху терен с денивелация, което осигурява самостоятелни дворове за част от апартаментите и просторни тераси с открити гледки за жилищата на по-високите етажи. Въпреки активното градско застрояване, е отделено специално внимание на озеленяването и вътрешните пространства, за спокойствие, връзка с природата и уединение. Жилищата са подходящи както за лично ползване, така и за инвестиция, с високо ниво на енергийна ефективност, сигурност и съвременни технологични решения. Параметри на имота Апартаментът е разположен на 2-ри етаж и има застроена площ от 63.71 кв.м, върху която са разпределени: антре, баня/тоалетна, дневна с кухня и трапезария, спалня, тераса тип лоджия с излаз от двете стаи. Жилището се предава в степен на завършеност по БДС, с качествена немска PVC дограма шесткамерен профил, с троен стъклопакет за висока енергийна ефективност и шумоизолация. Отоплението е с ТЕЦ, като ще са изградени медни трасета за климатици (сплит и мултисплит системи). Технически характеристики: Конструкция - стоманобетонна конструкция, отговаряща на всички действащи нормативи; Топлоизолационна система BAUMIT PRO 100 мм, за оптимална енергийна ефективност; Фасада - комбинация от HPL фасадни панели и минерална мазилка, дълготрайни материали с висока устойчивост на атмосферни влияния; Интегрирано фасадно осветление с ... Цената на имота е 155 058 евро / 303 267.09 лв. без ДДС или 186 069 евро / 363 920.51 лв. с ДДС. Данъчен кредит може да се ползва при определени условия. За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. Референтен номер: SOF-137011 Тел: 0884 512 104, 02 451 81 62 Отговорен брокер:Евелина Царева",https://www.imot.bg/obiava-1b176797440861052-prodava-dvustaen-apartament-grad-sofiya-mladost-2
Манастирски ливади,2,240000,80,6,9,0,0,0,0,Тухла,2008,1,0,"Титан Пропъртис- офис бул.България, има удоволствието да Ви представи двустаен апартамент в ж.к. Манстирски ливади - комуникативно място, в близост до спирки на градски транспорт, мол България, детски градини и други удобства. Бърз и лесен достъп ул.Тодор Каблешков и булевард България. Имотът разполага с площ от 80 кв.м., 69 кв.м. от които - застроена площ. Апартаментът е разположен на шести етаж от девет етажа. Разпределението както следва е: антре, всекидневна с трапезария и кухненски бокс, спалня, баня с тоалетна и тераса. Изложението е ЮГ. Отоплението е на ток. Жилището се продава напълно обзаведено и оборудвано с всичко необходимо. Сградата е с акт 16 от 2008г За повече информация или оглед на това и други предложения, моля, свържете се с нас на посочения телефон. Реф. номер:2102954",https://www.imot.bg/obiava-1b176777897253837-prodava-dvustaen-apartament-grad-sofiya-manastirski-livadi
